ENSG,Degradation rates (min-1),R2 (quality of curve fitting),t1/2 (min),t1/2 (hours),Cv of slope
YKR043C,0.0009,0.995,810.3,13.5,0.4%
YLR080W,0.0009,0.999,812.5,13.5,0.2%
YIL109C,0.0009,0.999,813.0,13.6,0.1%
YER071C,0.0008,0.996,815.9,13.6,0.4%
YPL072W,0.0008,1.000,816.1,13.6,0.0%
YDR098C,0.0008,0.998,816.7,13.6,0.2%
YPR185W,0.0008,0.994,817.0,13.6,1.4%
YBR239C,0.0008,0.998,819.2,13.7,0.2%
YDR196C,0.0008,0.998,820.0,13.7,0.1%
YMR092C,0.0008,0.999,820.1,13.7,0.0%
YBR035C,0.0008,0.999,820.5,13.7,0.1%
YGR031W,0.0008,1.000,821.4,13.7,0.0%
YJR046W,0.0008,0.997,821.6,13.7,0.2%
YDR007W,0.0008,0.999,822.2,13.7,0.1%
YJL102W,0.0008,0.999,822.4,13.7,0.1%
YEL038W,0.0008,0.995,823.2,13.7,0.2%
YGL143C,0.0008,1.000,825.9,13.8,0.0%
YHR026W,0.0008,0.983,827.0,13.8,0.9%
YBR086C,0.0008,0.996,828.7,13.8,0.3%
YKL018W,0.0008,0.998,828.7,13.8,0.1%
YKL152C,0.0008,0.995,832.6,13.9,0.4%
YBR249C,0.0008,0.994,833.4,13.9,0.4%
YOR266W,0.0008,0.997,833.9,13.9,0.3%
YDR061W,0.0008,0.999,836.5,13.9,0.1%
YGL067W,0.0008,0.999,836.9,13.9,0.0%
YER019W,0.0008,0.992,839.1,14.0,29.6%
YFR033C,0.0008,0.999,842.5,14.0,0.1%
YJR132W,0.0008,0.999,842.9,14.0,0.1%
YGL026C,0.0008,0.998,843.9,14.1,0.2%
YGR267C,0.0008,0.999,844.5,14.1,0.0%
YBR065C,0.0008,0.992,847.2,14.1,0.5%
YKL129C,0.0008,0.992,847.3,14.1,0.8%
YNL304W,0.0008,0.998,848.3,14.1,0.3%
YGL211W,0.0008,0.999,851.6,14.2,0.1%
YOR221C,0.0008,0.994,853.6,14.2,0.5%
YLR380W,0.0008,0.994,853.7,14.2,0.5%
YGL018C,0.0008,0.999,853.8,14.2,0.0%
YOL066C,0.0008,0.996,857.5,14.3,0.4%
YDR354W,0.0008,0.994,858.6,14.3,0.5%
YGL207W,0.0008,0.998,859.1,14.3,0.1%
YDR235W,0.0008,0.993,860.3,14.3,0.7%
YDL205C,0.0008,0.998,860.5,14.3,0.1%
YAL009W,0.0008,0.988,861.9,14.4,1.2%
YPR169W-A,0.0008,0.999,862.3,14.4,0.1%
YPR170W-B,0.0008,0.999,862.3,14.4,0.1%
YDR367W,0.0008,0.993,862.4,14.4,0.6%
YIL108W,0.0008,0.997,863.3,14.4,0.3%
YBR204C,0.0008,0.995,863.3,14.4,0.3%
YML075C,0.0008,0.999,865.9,14.4,0.1%
YKL024C,0.0008,0.998,867.4,14.5,0.1%
YBR191W,0.0008,0.991,867.6,14.5,0.4%
YBR254C,0.0008,0.998,872.8,14.5,0.1%
YBL104C,0.0008,0.998,873.0,14.5,0.2%
YBR025C,0.0008,0.991,874.2,14.6,0.7%
YHR216W,0.0008,0.998,875.2,14.6,0.2%
YOR166C,0.0008,0.997,875.2,14.6,0.2%
YIL053W,0.0008,0.997,877.0,14.6,0.3%
YDR067C,0.0008,1.000,878.1,14.6,0.0%
YDR473C,0.0008,0.975,879.6,14.7,2.3%
YLR179C,0.0008,0.993,879.7,14.7,0.5%
YNL108C,0.0008,0.999,880.0,14.7,0.0%
YPR183W,0.0008,0.999,882.8,14.7,0.0%
YGR171C,0.0008,0.998,884.1,14.7,0.1%
YMR208W,0.0008,0.999,884.6,14.7,0.1%
YNL220W,0.0008,0.996,890.1,14.8,0.2%
YLL024C,0.0008,0.991,891.7,14.9,0.7%
YKR046C,0.0008,0.997,891.8,14.9,0.1%
YDL001W,0.0008,0.998,892.6,14.9,0.2%
YHL003C,0.0008,0.991,893.0,14.9,0.1%
YOR087W,0.0008,0.999,899.8,15.0,0.1%
YOL031C,0.0008,0.998,900.0,15.0,0.1%
YMR321C,0.0008,0.991,902.9,15.0,0.7%
YPL273W,0.0008,0.991,902.9,15.0,0.7%
YBR248C,0.0008,0.998,903.8,15.1,0.2%
YCL050C,0.0008,0.994,904.0,15.1,0.5%
YMR268C,0.0008,0.993,905.0,15.1,0.4%
YCL040W,0.0008,0.989,905.3,15.1,0.4%
YNL007C,0.0008,0.992,913.8,15.2,0.7%
YNL076W,0.0008,1.000,915.6,15.3,0.0%
YOL094C,0.0008,0.999,918.5,15.3,0.1%
YAR019C,0.0008,0.993,919.6,15.3,0.7%
YOR230W,0.0008,0.997,922.0,15.4,0.2%
YBR282W,0.0008,0.994,924.1,15.4,0.1%
YDR035W,0.0007,0.998,924.8,15.4,0.2%
YKR004C,0.0007,1.000,928.6,15.5,0.0%
YOL062C,0.0007,0.994,929.0,15.5,0.2%
YOR136W,0.0007,0.995,929.4,15.5,0.4%
YEL071W,0.0007,0.997,930.3,15.5,0.2%
YIL074C,0.0007,0.995,932.2,15.5,0.2%
YKL021C,0.0007,0.998,932.6,15.5,0.1%
YHR200W,0.0007,0.999,934.7,15.6,0.0%
YBR213W,0.0007,1.000,936.1,15.6,0.0%
YBR061C,0.0007,0.997,939.3,15.7,0.1%
YKL206C,0.0007,0.994,940.9,15.7,0.7%
YDR159W,0.0007,0.997,941.2,15.7,0.3%
YER133W,0.0007,0.998,942.7,15.7,0.1%
YHR186C,0.0007,0.789,943.3,15.7,9.5%
YPL263C,0.0007,0.996,943.4,15.7,0.3%
YNL037C,0.0007,0.995,949.3,15.8,0.2%
YHR187W,0.0007,1.000,954.6,15.9,0.0%
YNL104C,0.0007,0.995,956.0,15.9,0.3%
YPL208W,0.0007,0.997,956.2,15.9,0.1%
YGL185C,0.0007,0.994,956.6,15.9,0.5%
YHR174W,0.0007,0.995,962.0,16.0,0.4%
YCL004W,0.0007,0.997,962.9,16.0,0.1%
YIL118W,0.0007,0.975,969.3,16.2,0.6%
YHR112C,0.0007,0.999,970.7,16.2,0.1%
YLR065C,0.0007,0.993,972.2,16.2,1.6%
YIL052C,0.0007,0.993,973.0,16.2,0.3%
YER052C,0.0007,0.992,976.5,16.3,0.6%
YCR012W,0.0007,0.994,984.6,16.4,0.4%
YPR085C,0.0007,0.982,985.6,16.4,2.0%
YNL073W,0.0007,0.999,987.0,16.5,0.1%
YOR027W,0.0007,0.993,987.3,16.5,0.5%
YHR208W,0.0007,0.992,993.9,16.6,0.5%
YHR030C,0.0007,0.990,997.0,16.6,0.3%
YMR186W,0.0007,0.990,997.2,16.6,0.7%
YKL103C,0.0007,0.997,997.7,16.6,0.1%
YJL124C,0.0007,0.998,999.1,16.7,0.0%
YGL040C,0.0007,0.995,999.5,16.7,0.5%
YDL077C,0.0007,0.989,1000.1,16.7,1.1%
YNL241C,0.0007,0.999,1000.6,16.7,0.0%
YPL123C,0.0007,0.998,1003.2,16.7,0.2%
YDL124W,0.0007,0.983,1005.4,16.8,0.8%
YER081W,0.0007,0.989,1005.9,16.8,0.4%
YKL064W,0.0007,1.000,1007.3,16.8,0.0%
YLR085C,0.0007,0.998,1009.1,16.8,0.1%
YCL028W,0.0007,1.000,1009.9,16.8,0.0%
YFL029C,0.0007,0.997,1013.6,16.9,0.1%
YNL281W,0.0007,0.991,1014.1,16.9,0.6%
YDR063W,0.0007,0.997,1016.7,16.9,0.0%
YBR053C,0.0007,0.999,1016.8,16.9,0.0%
YNL015W,0.0007,0.999,1020.5,17.0,0.0%
YGR234W,0.0007,0.996,1022.3,17.0,0.3%
YJL055W,0.0007,0.991,1022.7,17.0,0.7%
YER055C,0.0007,0.989,1023.3,17.1,0.9%
YGL037C,0.0007,0.994,1025.1,17.1,0.2%
YBR195C,0.0007,0.972,1026.4,17.1,3.9%
YCR011C,0.0007,0.996,1028.0,17.1,0.2%
YOR375C,0.0007,0.998,1035.1,17.3,0.1%
YPL065W,0.0007,0.999,1035.2,17.3,0.0%
YDR158W,0.0007,0.995,1037.9,17.3,0.3%
YHR073W,0.0007,0.999,1038.9,17.3,0.0%
YIL040W,0.0007,0.999,1040.9,17.3,0.0%
YAR008W,0.0007,0.981,1042.1,17.4,2.0%
YLL019C,0.0007,0.989,1047.1,17.5,1.6%
YDL165W,0.0007,0.998,1050.5,17.5,0.1%
YOR352W,0.0007,1.000,1059.1,17.7,0.0%
YDR214W,0.0007,0.986,1062.6,17.7,1.0%
YDL085C-A,0.0006,0.995,1069.1,17.8,0.2%
YGL253W,0.0006,0.993,1069.2,17.8,0.5%
YPR165W,0.0006,0.999,1070.4,17.8,0.0%
YOL159C-A,0.0006,1.000,1076.9,17.9,0.0%
YKL017C,0.0006,0.993,1077.0,17.9,0.1%
YHR104W,0.0006,0.996,1078.8,18.0,0.3%
YGL117W,0.0006,0.996,1081.2,18.0,0.1%
YER147C,0.0006,1.000,1083.7,18.1,0.0%
YLR304C,0.0006,0.987,1084.5,18.1,0.8%
YER152C,0.0006,1.000,1092.9,18.2,0.0%
YJR148W,0.0006,0.998,1095.8,18.3,0.1%
YBR272C,0.0006,0.999,1100.8,18.3,0.1%
YHR183W,0.0006,0.999,1114.3,18.6,0.0%
YJR025C,0.0006,0.999,1122.0,18.7,0.1%
YKL128C,0.0006,0.776,1125.2,18.8,1.3%
YHR087W,0.0006,0.991,1126.2,18.8,0.3%
YMR312W,0.0006,0.998,1127.2,18.8,0.0%
YLR216C,0.0006,0.994,1127.7,18.8,0.4%
YNL004W,0.0006,0.997,1136.6,18.9,0.3%
YBL087C,0.0006,0.998,1145.7,19.1,0.1%
YER117W,0.0006,0.998,1145.7,19.1,0.1%
YPR145W,0.0006,0.997,1145.7,19.1,0.2%
YOR289W,0.0006,0.993,1146.1,19.1,0.4%
YLR378C,0.0006,0.998,1148.5,19.1,0.1%
YOR174W,0.0006,0.999,1150.4,19.2,0.1%
YHR077C,0.0006,0.999,1152.0,19.2,0.1%
YEL060C,0.0006,0.997,1156.8,19.3,0.1%
YOL086W-A,0.0006,0.997,1157.3,19.3,0.2%
YHR047C,0.0006,0.981,1161.9,19.4,1.0%
YPL242C,0.0006,0.985,1180.4,19.7,1.7%
YML085C,0.0006,0.994,1182.1,19.7,0.2%
YLR332W,0.0006,0.994,1182.7,19.7,0.5%
YCR079W,0.0006,0.997,1183.0,19.7,0.3%
YDR518W,0.0006,0.993,1184.3,19.7,0.5%
YNL257C,0.0006,1.000,1188.6,19.8,0.0%
YIL048W,0.0006,0.989,1191.4,19.9,0.2%
YOR175C,0.0006,0.993,1197.4,20.0,0.8%
YBR256C,0.0006,0.996,1199.3,20.0,0.3%
YBR145W,0.0006,0.998,1200.2,20.0,4.5%
YLR370C,0.0006,0.996,1201.3,20.0,0.3%
YMR121C,0.0006,0.996,1204.2,20.1,0.2%
YAL005C,0.0006,0.994,1211.0,20.2,0.4%
YOL093W,0.0006,0.995,1211.1,20.2,0.4%
YLR354C,0.0006,0.998,1217.3,20.3,0.2%
YMR224C,0.0006,0.998,1224.4,20.4,0.1%
YNL288W,0.0006,0.999,1238.8,20.6,0.0%
YMR170C,0.0006,0.999,1246.7,20.8,0.1%
YPR174C,0.0006,1.000,1257.4,21.0,0.0%
YLR287C-A,0.0006,0.996,1259.1,21.0,0.1%
YOR182C,0.0006,0.996,1259.1,21.0,0.1%
YNL242W,0.0005,0.995,1265.3,21.1,0.3%
YBR257W,0.0005,0.998,1267.5,21.1,0.3%
YJR109C,0.0005,0.999,1271.9,21.2,0.0%
YDR171W,0.0005,0.994,1283.8,21.4,0.2%
YLR247C,0.0005,0.987,1285.8,21.4,0.7%
YNR034W,0.0005,1.000,1288.3,21.5,0.0%
YKL130C,0.0005,0.999,1291.1,21.5,0.0%
YDR451C,0.0005,1.000,1293.4,21.6,0.0%
YCR002C,0.0005,0.999,1301.8,21.7,0.0%
YHR179W,0.0005,0.994,1306.1,21.8,0.4%
YGL242C,0.0005,0.999,1313.0,21.9,0.0%
YKL007W,0.0005,0.999,1322.0,22.0,0.0%
YML130C,0.0005,0.998,1324.7,22.1,0.1%
YPR176C,0.0005,0.998,1370.6,22.8,0.2%
YNR035C,0.0005,0.985,1380.0,23.0,0.2%
YGL009C,0.0005,0.990,1384.7,23.1,0.7%
YER044C,0.0005,0.988,1392.2,23.2,0.7%
YDL183C,0.0005,1.000,1397.4,23.3,0.0%
YIR034C,0.0005,0.997,1417.6,23.6,0.2%
YLL026W,0.0005,0.989,1420.8,23.7,0.8%
YDR139C,0.0005,0.995,1435.0,23.9,0.4%
YOL055C;,0.0005,0.999,1436.2,23.9,0.1%
YPL258C,0.0005,0.999,1436.2,23.9,0.1%
YHR029C,0.0005,0.999,1456.0,24.3,0.0%
YGR003W,0.0005,1.000,1466.9,24.4,0.2%
YDL022W,0.0005,0.996,1469.0,24.5,0.1%
YJL153C,0.0005,0.855,1470.3,24.5,4.2%
YOL032W,0.0005,1.000,1470.5,24.5,0.0%
YIL148W,0.0005,0.987,1472.6,24.5,0.6%
YKR094C,0.0005,0.987,1472.6,24.5,0.6%
YLL039C,0.0005,0.987,1472.6,24.5,0.6%
YHR018C,0.0005,0.996,1493.5,24.9,0.3%
YOR210W,0.0004,0.997,1540.9,25.7,0.0%
YJL066C,0.0004,0.999,1611.5,26.9,0.0%
YJL034W,0.0004,0.995,1620.7,27.0,0.3%
YDR485C,0.0004,0.986,1622.3,27.0,0.7%
YGR278W,0.0004,0.959,1624.0,27.1,1.5%
YOR377W,0.0004,0.989,1630.3,27.2,0.9%
YBL013W,0.0004,0.998,1714.7,28.6,0.2%
YGR201C,0.0004,0.993,1717.6,28.6,0.8%
YDR284C,0.0004,0.992,1724.5,28.7,4.9%
YCR095C,0.0004,0.998,1745.9,29.1,0.1%
YGR179C,0.0004,0.885,1748.6,29.1,1.7%
YMR097C,0.0004,0.964,1764.5,29.4,2.2%
YJL171C,0.0004,0.999,1793.7,29.9,0.1%
YBL038W,0.0004,0.994,1825.0,30.4,0.2%
YGR043C,0.0004,0.972,1826.9,30.4,1.5%
YMR105C,0.0004,0.984,1829.1,30.5,0.9%
YLL029W,0.0004,0.992,1831.2,30.5,0.4%
YML036W,0.0004,0.996,1865.9,31.1,0.2%
YDR533C,0.0004,0.999,1870.0,31.2,0.0%
YMR132C,0.0004,0.998,1875.0,31.2,0.1%
YLR431C,0.0004,0.999,1918.5,32.0,0.8%
YER141W,0.0004,0.985,1949.7,32.5,0.8%
YGL180W,0.0003,0.992,2007.2,33.5,0.4%
YCR034W,0.0003,0.934,2042.6,34.0,0.1%
YLR303W,0.0003,0.999,2073.9,34.6,0.0%
YKL120W,0.0003,0.995,2089.6,34.8,0.3%
YBR037C,0.0003,1.000,2148.9,35.8,0.0%
YHR043C,0.0003,0.998,2152.8,35.9,0.1%
YLR170C,0.0003,0.999,2155.1,35.9,0.0%
YBR225W,0.0003,0.995,2159.7,36.0,0.3%
YMR090W,0.0003,0.980,2171.7,36.2,1.1%
YHR128W,0.0003,0.987,2193.9,36.6,0.5%
YHL017W,0.0003,0.998,2264.9,37.7,0.0%
YOR360C,0.0003,1.000,2364.7,39.4,1.4%
YMR071C,0.0003,0.991,2376.4,39.6,0.0%
YGR125W,0.0003,1.000,2438.9,40.6,0.0%
YGL039W,0.0003,0.996,2543.9,42.4,0.2%
YDL108W,0.0003,0.996,2563.6,42.7,0.2%
YDR047W,0.0003,0.993,2578.9,43.0,0.1%
YNL026W,0.0003,0.982,2636.2,43.9,0.4%
YNL160W,0.0003,0.997,2648.1,44.1,0.1%
YER069W,0.0003,0.979,2659.9,44.3,1.2%
YDR258C,0.0003,0.989,2685.4,44.8,0.7%
YKL218C,0.0003,0.999,2757.5,46.0,0.0%
YNL177C,0.0002,0.985,2784.3,46.4,0.3%
YER129W,0.0002,0.999,2823.0,47.1,0.0%
YPL092W,0.0002,0.818,2989.3,49.8,2.2%
YHR209W,0.0002,0.985,3035.2,50.6,2.8%
YEL017W,0.0002,0.984,3270.1,54.5,0.8%
YLR417W,0.0002,0.993,3381.6,56.4,0.4%
YNL208W,0.0002,0.999,3434.9,57.2,0.0%
YOL026C,0.0002,0.985,3495.2,58.3,0.1%
YKL124W,0.0002,0.999,3887.8,64.8,0.0%
YPL240C,0.0002,0.985,3898.6,65.0,1.0%
YOR058C,0.0002,1.000,4291.2,71.5,0.0%
YJR047C,0.0001,0.999,4664.9,77.7,0.1%
YFR015C,0.0001,0.985,5118.1,85.3,0.4%
YKR037C,0.0001,0.996,5553.4,92.6,0.2%
YDL082W,0.0001,0.975,5921.1,98.7,0.1%
YGR088W,0.0001,0.975,6525.3,108.8,0.8%
YKL186C,0.0001,0.998,7647.7,127.5,0.1%
YCL030C,0.0001,0.984,7649.4,127.5,1.0%
YMR299C,0.0001,0.999,8312.1,138.5,0.0%
YCL047C,0.0001,0.999,9627.3,160.5,0.1%
YGR199W,0.0001,1.000,10128.2,168.8,0.2%
YGR177C,0.0000,0.996,19750.7,329.2,0.2%
YMR062C,0.0000,0.991,34800.2,580.0,0.5%
YGL212W,0.0000,0.991,88538.2,1475.6,0.4%
YMR033W,0.0001,0.986,n.d.,>= 100,0.9%
YBR283C,0.0001,0.995,n.d.,>= 100,0.2%
YJR009C,0.0001,0.998,n.d.,>= 100,0.1%
YLR178C,0.0001,0.986,n.d.,>= 100,0.8%
YDL021W,0.0001,0.997,n.d.,>= 100,0.1%
YOL140W,0.0001,0.982,n.d.,>= 100,0.7%
YGR071C,0.0001,0.987,n.d.,>= 100,1.0%
YNR040W,0.0001,1.000,n.d.,>= 100,0.0%
YGL156W,0.0001,0.981,n.d.,>= 100,0.5%
YKL001C,0.0001,0.997,n.d.,>= 100,0.1%
YOR330C,0.0001,0.992,n.d.,>= 100,1.4%
YKL089W,0.0001,0.983,n.d.,>= 100,0.1%
YGR056W,0.0001,0.992,n.d.,>= 100,1.9%
YGR077C,0.0001,1.000,n.d.,>= 100,0.0%
YER144C,0.0001,0.663,n.d.,>= 100,74.7%
YKL183W,0.0001,0.999,n.d.,>= 100,0.0%
YGL255W,0.0001,0.882,n.d.,>= 100,5.8%
YKL175W,0.0001,0.984,n.d.,>= 100,0.7%
YER175C,0.0001,0.999,n.d.,>= 100,0.0%
YOR127W,0.0001,0.999,n.d.,>= 100,0.0%
YOL058W,0.0001,0.994,n.d.,>= 100,0.2%
YJL088W,0.0001,0.956,n.d.,>= 100,2.7%
YJL052W,0.0001,0.982,n.d.,>= 100,0.4%
YGR256W,0.0001,0.975,n.d.,>= 100,1.7%
YPL067C,0.0001,0.993,n.d.,>= 100,0.4%
YCL026C-B,0.0001,0.991,n.d.,>= 100,0.3%
YGR254W,0.0001,0.989,n.d.,>= 100,0.2%
YML031W,0.0001,0.689,n.d.,>= 100,0.6%
YBL003C,0.0001,0.999,n.d.,>= 100,0.0%
YDR225W,0.0001,0.999,n.d.,>= 100,0.0%
YOL128C,0.0001,0.682,n.d.,>= 100,58.0%
YER103W,0.0001,0.996,n.d.,>= 100,0.2%
YBR117C,0.0001,0.970,n.d.,>= 100,1.9%
YMR169C,0.0001,0.985,n.d.,>= 100,0.5%
YDR487C,0.0001,0.983,n.d.,>= 100,0.0%
YEL027W,0.0001,0.992,n.d.,>= 100,0.0%
YHR021C,0.0001,0.979,n.d.,>= 100,0.5%
YKL156W,0.0001,0.979,n.d.,>= 100,0.5%
YHR060W,0.0001,1.000,n.d.,>= 100,0.0%
YIL169C,0.0001,0.990,n.d.,>= 100,0.4%
YOL155C,0.0001,0.990,n.d.,>= 100,0.4%
YLR048W,0.0001,0.982,n.d.,>= 100,0.0%
YBR207W,0.0001,0.907,n.d.,>= 100,0.1%
YNL147W,0.0001,0.995,n.d.,>= 100,0.0%
YNL209W,0.0001,0.987,n.d.,>= 100,0.0%
Q0045,0.0001,0.827,n.d.,>= 100,4.8%
YLR135W,0.0001,0.989,n.d.,>= 100,0.0%
YDL075W,0.0001,0.989,n.d.,>= 100,0.0%
YGR214W,0.0001,0.990,n.d.,>= 100,0.0%
YLR344W,0.0001,0.988,n.d.,>= 100,0.0%
YHR137W,0.0001,0.829,n.d.,>= 100,2.6%
YGL136C,0.0001,0.965,n.d.,>= 100,1.0%
YBR072W,0.0001,0.981,n.d.,>= 100,0.3%
YOL154W,0.0001,0.883,n.d.,>= 100,0.9%
YMR127C,0.0001,0.956,n.d.,>= 100,0.3%
YMR096W,0.0001,0.975,n.d.,>= 100,0.2%
YGL256W,0.0001,0.867,n.d.,>= 100,0.9%
YLR134W,0.0001,0.939,n.d.,>= 100,0.3%
